row_id,fault_type,fault_bus,fault_impedance_ohm,pre_fault_voltage_pu,fault_voltage_pu,fault_current_pu,fault_current_ka,loading_pu
10503,SLG,2,0.01,1.01,0.5224,0.8851,7.3461,0.6668
10504,LL,3,0.01,1.0177,0.5846,0.786,6.6413,0.6123
10505,LLG,4,0.01,1.0195,0.6281,0.7102,6.1081,0.5706
10506,OC,5,0.01,1.07,0.9707,0.1791,1.5673,0.2785
10507,LLL,6,0.01,1.0615,0.5241,0.9756,8.6829,0.7166
10508,LLLG,7,0.01,1.09,0.5857,0.9155,8.2854,0.6835
10509,SLG,8,0.01,1.0559,0.5864,0.8523,7.8411,0.6488
10510,LL,9,0.01,1.051,0.6179,0.786,7.3486,0.6123
10511,LLG,10,0.01,1.0569,0.6504,0.7376,7.0068,0.5857
10512,OC,11,0.01,1.0552,0.9481,0.1932,1.8641,0.2862
10513,LLL,12,0.01,1.0504,0.4486,1.0927,10.7083,0.781
10514,LLLG,13,0.01,1.0355,0.472,1.0232,10.181,0.7428
10515,SLG,0,0.014,1.06,0.5567,0.913,7.3043,0.6922
10516,LL,1,0.014,1.045,0.5976,0.8114,6.6129,0.6363
10517,LLG,2,0.014,1.01,0.6053,0.7338,6.0907,0.5936
10518,OC,3,0.014,1.0177,0.9147,0.1852,1.5651,0.2919
10519,LLL,4,0.014,1.0195,0.4631,1.0097,8.6831,0.7453
10520,LLLG,5,0.014,1.07,0.5678,0.9111,7.9722,0.6911
10521,SLG,6,0.014,1.0615,0.6118,0.8157,7.2593,0.6386
10522,LL,7,0.014,1.09,0.6749,0.7527,6.8115,0.604
10523,LLG,8,0.014,1.0559,0.6661,0.7068,6.5022,0.5787
10524,OC,9,0.014,1.051,0.948,0.1852,1.7318,0.2919
10525,LLL,10,0.014,1.0569,0.4792,1.0483,9.9589,0.7666
10526,LLLG,11,0.014,1.0552,0.5138,0.9822,9.4784,0.7302
10527,SLG,12,0.014,1.0504,0.5471,0.913,8.9478,0.6922
10528,LL,13,0.014,1.0355,0.572,0.8408,8.3657,0.6524
10529,LLG,0,0.018,1.06,0.6422,0.7569,6.0555,0.6163
10530,OC,1,0.018,1.045,0.9384,0.1912,1.5582,0.3052
10531,LLL,2,0.018,1.01,0.4349,1.0431,8.6574,0.7737
10532,LLLG,3,0.018,1.0177,0.4981,0.942,7.96,0.7181
10533,SLG,4,0.018,1.0195,0.5539,0.844,7.2586,0.6642
10534,LL,5,0.018,1.07,0.6566,0.7491,6.5545,0.612
10535,LLG,6,0.018,1.0615,0.688,0.6766,6.0213,0.5721
10536,OC,7,0.018,1.09,0.991,0.1774,1.6056,0.2976
10537,LLL,8,0.018,1.0559,0.5019,1.0048,9.244,0.7526
10538,LLLG,9,0.018,1.051,0.5314,0.942,8.8078,0.7181
10539,SLG,10,0.018,1.0569,0.5736,0.8762,8.3236,0.6819
10540,LL,11,0.018,1.0552,0.6097,0.8073,7.7902,0.644
10541,LLG,12,0.018,1.0504,0.6326,0.7569,7.418,0.6163
10542,OC,13,0.018,1.0355,0.9251,0.1981,1.971,0.3089
10543,LLL,0,0.022,1.06,0.4665,1.0758,8.6066,0.8017
10544,LLLG,1,0.022,1.045,0.5085,0.9723,7.9244,0.7448
10545,SLG,2,0.022,1.01,0.5287,0.8718,7.2363,0.6895
10546,LL,3,0.022,1.0177,0.59,0.7744,6.5437,0.6359
10547,LLG,4,0.022,1.0195,0.6328,0.7,6.02,0.595
10548,OC,5,0.022,1.07,0.9711,0.1766,1.5451,0.3071
10549,LLL,6,0.022,1.0615,0.5306,0.9621,8.5626,0.7391
10550,LLLG,7,0.022,1.09,0.5918,0.9026,8.1682,0.7064
10551,SLG,8,0.022,1.0559,0.5922,0.84,7.728,0.672
10552,LL,9,0.022,1.051,0.6233,0.7744,7.2407,0.6359
10553,LLG,10,0.022,1.0569,0.6555,0.7265,6.9021,0.6096
10554,OC,11,0.022,1.0552,0.9488,0.1902,1.8358,0.3146
10555,LLL,12,0.022,1.0504,0.4569,1.0758,10.5431,0.8017
10556,LLLG,13,0.022,1.0355,0.4798,1.0072,10.0217,0.764
10557,SLG,0,0.026,1.06,0.5634,0.8992,7.1932,0.7145
10558,LL,1,0.026,1.045,0.6033,0.7992,6.5139,0.6596
10559,LLG,2,0.026,1.01,0.6103,0.723,6.0009,0.6177
10560,OC,3,0.026,1.0177,0.9152,0.1825,1.5424,0.3204
10561,LLL,4,0.026,1.0195,0.47,0.9953,8.5596,0.7674
10562,LLLG,5,0.026,1.07,0.5738,0.8984,7.861,0.7141
10563,SLG,6,0.026,1.0615,0.617,0.8045,7.1601,0.6625
10564,LL,7,0.026,1.09,0.6797,0.7422,6.7165,0.6282
10565,LLG,8,0.026,1.0559,0.6707,0.6967,6.4098,0.6032
10566,OC,9,0.026,1.051,0.9485,0.1825,1.7067,0.3204
10567,LLL,10,0.026,1.0569,0.4868,1.0329,9.8122,0.7881
10568,LLLG,11,0.026,1.0552,0.521,0.9675,9.3365,0.7521
10569,SLG,12,0.026,1.0504,0.5538,0.8992,8.8117,0.7145
10570,LL,13,0.026,1.0355,0.5782,0.8278,8.2365,0.6753
10571,LLG,0,0.03,1.06,0.6475,0.7456,5.9647,0.6401
10572,OC,1,0.03,1.045,0.939,0.1884,1.5352,0.3336
10573,LLL,2,0.03,1.01,0.4423,1.0279,8.5316,0.7953
10574,LLLG,3,0.03,1.0177,0.5046,0.9286,7.8463,0.7407
10575,SLG,4,0.03,1.0195,0.5594,0.8322,7.1568,0.6877
10576,LL,5,0.03,1.07,0.6613,0.7388,6.4644,0.6363
10577,LLG,6,0.03,1.0615,0.692,0.6674,5.9402,0.5971
10578,OC,7,0.03,1.09,0.9914,0.175,1.5835,0.3262
10579,LLL,8,0.03,1.0559,0.5086,0.9907,9.1144,0.7749
10580,LLLG,9,0.03,1.051,0.5379,0.9286,8.682,0.7407
10581,SLG,10,0.03,1.0569,0.5796,0.8634,8.2027,0.7049
10582,LL,11,0.03,1.0552,0.6153,0.7953,7.6751,0.6674
10583,LLG,12,0.03,1.0504,0.6379,0.7456,7.3067,0.6401
10584,OC,13,0.03,1.0355,0.9258,0.1951,1.9409,0.3373
10585,LLL,0,0.034,1.06,0.4743,1.0599,8.4793,0.8229
10586,LLLG,1,0.034,1.045,0.5153,0.9582,7.809,0.767
10587,SLG,2,0.034,1.01,0.5346,0.8594,7.1326,0.7126
10588,LL,3,0.034,1.0177,0.595,0.7635,6.4516,0.6599
10589,LLG,4,0.034,1.0195,0.6371,0.6903,5.9368,0.6197
10590,OC,5,0.034,1.07,0.9715,0.1742,1.5242,0.3358
10591,LLL,6,0.034,1.0615,0.5367,0.9493,8.4488,0.7621
10592,LLLG,7,0.034,1.09,0.5976,0.8903,8.0574,0.7297
10593,SLG,8,0.034,1.0559,0.5976,0.8284,7.6212,0.6956
10594,LL,9,0.034,1.051,0.6283,0.7635,7.1387,0.6599
10595,LLG,10,0.034,1.0569,0.6603,0.7161,6.8032,0.6339
10596,OC,11,0.034,1.0552,0.9494,0.1875,1.809,0.3431
10597,LLL,12,0.034,1.0504,0.4647,1.0599,10.3871,0.8229
10598,LLLG,13,0.034,1.0355,0.4872,0.9921,9.8711,0.7856
10599,SLG,0,0.038,1.06,0.5844,0.8592,6.8734,0.7225
10600,LL,1,0.038,1.045,0.6221,0.7635,6.2223,0.6699
10601,LLG,2,0.038,1.01,0.6272,0.6904,5.7304,0.6297
10602,OC,3,0.038,1.0177,0.9188,0.1742,1.4724,0.3458
10603,LLL,4,0.038,1.0195,0.4941,0.9498,8.168,0.7724
10604,LLLG,5,0.038,1.07,0.5956,0.857,7.4986,0.7213
10605,SLG,6,0.038,1.0615,0.6366,0.7671,6.8274,0.6719
10606,LL,7,0.038,1.09,0.6976,0.7079,6.4069,0.6394
10607,LLG,8,0.038,1.0559,0.6872,0.6648,6.1165,0.6157
10608,OC,9,0.038,1.051,0.9521,0.1742,1.6292,0.3458
10609,LLL,10,0.038,1.0569,0.5114,0.9863,9.3699,0.7925
10610,LLLG,11,0.038,1.0552,0.5438,0.9242,8.9185,0.7583
10611,SLG,12,0.038,1.0504,0.5748,0.8592,8.4199,0.7225
10612,LL,13,0.038,1.0355,0.5973,0.7912,7.8728,0.6852
10613,LLG,0,0.042,1.06,0.6647,0.7127,5.7014,0.572
10614,OC,1,0.042,1.045,0.9426,0.18,1.467,0.279
10615,LLL,2,0.042,1.01,0.4666,0.9819,8.1498,0.72
10616,LLLG,3,0.042,1.0177,0.5266,0.8867,7.4926,0.6677
10617,SLG,4,0.042,1.0195,0.5792,0.7944,6.8317,0.6169
10618,LL,5,0.042,1.07,0.6789,0.705,6.1686,0.5677
10619,LLG,6,0.042,1.0615,0.708,0.6367,5.6662,0.5302
10620,OC,7,0.042,1.09,0.9948,0.167,1.5111,0.2718
10621,LLL,8,0.042,1.0559,0.5324,0.9457,8.7005,0.7001
10622,LLLG,9,0.042,1.051,0.5599,0.8867,8.2906,0.6677
10623,SLG,10,0.042,1.0569,0.5999,0.8248,7.8356,0.6336
10624,LL,11,0.042,1.0552,0.6338,0.76,7.334,0.598
10625,LLG,12,0.042,1.0504,0.6551,0.7127,6.9842,0.572
10626,OC,13,0.042,1.0355,0.9296,0.1865,1.8558,0.2826
10627,LLL,0,0.046,1.06,0.4989,1.0135,8.1076,0.7474
10628,LLLG,1,0.046,1.045,0.5376,0.9159,7.4644,0.6937
10629,SLG,2,0.046,1.01,0.5547,0.8212,6.8157,0.6416
10630,LL,3,0.046,1.0177,0.6129,0.7293,6.1628,0.5911
10631,LLG,4,0.046,1.0195,0.6533,0.6592,5.6691,0.5526
10632,OC,5,0.046,1.07,0.9749,0.1663,1.4549,0.2815
10633,LLL,6,0.046,1.0615,0.5596,0.9058,8.0619,0.6882
10634,LLLG,7,0.046,1.09,0.6189,0.8499,7.6913,0.6574
10635,SLG,8,0.046,1.0559,0.6172,0.791,7.2775,0.6251
10636,LL,9,0.046,1.051,0.6462,0.7293,6.8192,0.5911
10637,LLG,10,0.046,1.0569,0.6769,0.6843,6.5009,0.5664
10638,OC,11,0.046,1.0552,0.953,0.1792,1.7292,0.2886
10639,LLL,12,0.046,1.0504,0.4893,1.0135,9.9318,0.7474
10640,LLLG,13,0.046,1.0355,0.51,0.9489,9.4413,0.7119
10641,SLG,0,0.01,1.06,0.5544,0.9179,7.3428,0.6848
10642,LL,1,0.01,1.045,0.5956,0.8156,6.6472,0.6286
10643,LLG,2,0.01,1.01,0.6035,0.7376,6.1218,0.5857
10644,OC,3,0.01,1.0177,0.9145,0.1861,1.5729,0.2824
10645,LLL,4,0.01,1.0195,0.4607,1.0146,8.7259,0.738
10646,LLLG,5,0.01,1.07,0.5657,0.9155,8.0107,0.6835
10647,SLG,6,0.01,1.0615,0.61,0.8195,7.2937,0.6307
10648,LL,7,0.01,1.09,0.6732,0.7563,6.8444,0.596
10649,LLG,8,0.01,1.0559,0.6645,0.7102,6.5342,0.5706
10650,OC,9,0.01,1.051,0.9478,0.1861,1.7405,0.2824
10651,LLL,10,0.01,1.0569,0.4766,1.0537,10.0098,0.7595
10652,LLLG,11,0.01,1.0552,0.5114,0.9873,9.5276,0.723
10653,SLG,12,0.01,1.0504,0.5448,0.9179,8.995,0.6848
10654,LL,13,0.01,1.0355,0.5698,0.8453,8.4104,0.6449
10655,LLG,0,0.014,1.06,0.6404,0.7609,6.087,0.6085
10656,OC,1,0.014,1.045,0.9382,0.1922,1.5662,0.2957
10657,LLL,2,0.014,1.01,0.4323,1.0483,8.701,0.7666
10658,LLLG,3,0.014,1.0177,0.4959,0.9467,7.9993,0.7107
10659,SLG,4,0.014,1.0195,0.5519,0.8481,7.2938,0.6565
10660,LL,5,0.014,1.07,0.6549,0.7527,6.5857,0.604
10661,LLG,6,0.014,1.0615,0.6866,0.6797,6.0494,0.5638
10662,OC,7,0.014,1.09,0.9908,0.1783,1.6133,0.288
10663,LLL,8,0.014,1.0559,0.4995,1.0097,9.2889,0.7453
10664,LLLG,9,0.014,1.051,0.5292,0.9467,8.8513,0.7107
10665,SLG,10,0.014,1.0569,0.5715,0.8806,8.3655,0.6743
10666,LL,11,0.014,1.0552,0.6078,0.8114,7.83,0.6363
10667,LLG,12,0.014,1.0504,0.6308,0.7609,7.4565,0.6085
10668,OC,13,0.014,1.0355,0.9249,0.1991,1.9813,0.2995
10669,LLL,0,0.018,1.06,0.4638,1.0813,8.6507,0.7947
10670,LLLG,1,0.018,1.045,0.5061,0.9772,7.9644,0.7375
10671,SLG,2,0.018,1.01,0.5267,0.8762,7.2722,0.6819
10672,LL,3,0.018,1.0177,0.5882,0.7782,6.5756,0.628
10673,LLG,4,0.018,1.0195,0.6312,0.7033,6.0488,0.5868
10674,OC,5,0.018,1.07,0.971,0.1774,1.5524,0.2976
10675,LLL,6,0.018,1.0615,0.5285,0.9665,8.6019,0.7316
10676,LLLG,7,0.018,1.09,0.5898,0.9068,8.2065,0.6987
10677,SLG,8,0.018,1.0559,0.5903,0.844,7.765,0.6642
10678,LL,9,0.018,1.051,0.6215,0.7782,7.276,0.628
10679,LLG,10,0.018,1.0569,0.6539,0.7301,6.9364,0.6016
10680,OC,11,0.018,1.0552,0.9486,0.1912,1.845,0.3052
10681,LLL,12,0.018,1.0504,0.4542,1.0813,10.5971,0.7947
10682,LLLG,13,0.018,1.0355,0.4772,1.0124,10.0738,0.7568
10683,SLG,0,0.022,1.06,0.5612,0.9037,7.2296,0.707
10684,LL,1,0.022,1.045,0.6015,0.8032,6.5463,0.6518
10685,LLG,2,0.022,1.01,0.6086,0.7265,6.0303,0.6096
10686,OC,3,0.022,1.0177,0.915,0.1834,1.5498,0.3109
10687,LLL,4,0.022,1.0195,0.4678,1.0,8.6,0.76
10688,LLLG,5,0.022,1.07,0.5718,0.9026,7.8974,0.7064
10689,SLG,6,0.022,1.0615,0.6153,0.8082,7.1925,0.6545
10690,LL,7,0.022,1.09,0.6782,0.7456,6.7476,0.6201
10691,LLG,8,0.022,1.0559,0.6692,0.7,6.44,0.595
10692,OC,9,0.022,1.051,0.9483,0.1834,1.7149,0.3109
10693,LLL,10,0.022,1.0569,0.4843,1.0379,9.8602,0.7809
10694,LLLG,11,0.022,1.0552,0.5187,0.9723,9.3829,0.7448
10695,SLG,12,0.022,1.0504,0.5516,0.9037,8.8562,0.707
10696,LL,13,0.022,1.0355,0.5761,0.832,8.2788,0.6676
10697,LLG,0,0.026,1.06,0.6458,0.7493,5.9944,0.6321
10698,OC,1,0.026,1.045,0.9388,0.1893,1.5428,0.3241
10699,LLL,2,0.026,1.01,0.4398,1.0329,8.5728,0.7881
10700,LLLG,3,0.026,1.0177,0.5025,0.933,7.8835,0.7331
10701,SLG,4,0.026,1.0195,0.5576,0.8361,7.1901,0.6798
10702,LL,5,0.026,1.07,0.6597,0.7422,6.4939,0.6282
10703,LLG,6,0.026,1.0615,0.6907,0.6704,5.9668,0.5887
10704,OC,7,0.026,1.09,0.9912,0.1758,1.5908,0.3167
10705,LLL,8,0.026,1.0559,0.5064,0.9953,9.1568,0.7674
10706,LLLG,9,0.026,1.051,0.5358,0.933,8.7232,0.7331
10707,SLG,10,0.026,1.0569,0.5776,0.8676,8.2423,0.6972
10708,LL,11,0.026,1.0552,0.6135,0.7992,7.7128,0.6596
10709,LLG,12,0.026,1.0504,0.6362,0.7493,7.3431,0.6321
10710,OC,13,0.026,1.0355,0.9256,0.1961,1.9508,0.3278
10711,LLL,0,0.03,1.06,0.4718,1.0651,8.5209,0.8158
10712,LLLG,1,0.03,1.045,0.5131,0.9628,7.8467,0.7595
10713,SLG,2,0.03,1.01,0.5327,0.8634,7.1666,0.7049
10714,LL,3,0.03,1.0177,0.5934,0.7671,6.4817,0.6519
10715,LLG,4,0.03,1.0195,0.6357,0.6935,5.964,0.6114
10716,OC,5,0.03,1.07,0.9714,0.175,1.531,0.3262
10717,LLL,6,0.03,1.0615,0.5347,0.9535,8.486,0.7544
10718,LLLG,7,0.03,1.09,0.5957,0.8943,8.0936,0.7219
10719,SLG,8,0.03,1.0559,0.5958,0.8322,7.6561,0.6877
10720,LL,9,0.03,1.051,0.6267,0.7671,7.1721,0.6519
10721,LLG,10,0.03,1.0569,0.6588,0.7195,6.8356,0.6257
10722,OC,11,0.03,1.0552,0.9492,0.1884,1.8178,0.3336
10723,LLL,12,0.03,1.0504,0.4622,1.0651,10.4381,0.8158
10724,LLLG,13,0.03,1.0355,0.4848,0.997,9.9204,0.7784
10725,SLG,0,0.034,1.06,0.5676,0.8903,7.1226,0.7297
10726,LL,1,0.034,1.045,0.6069,0.7915,6.4509,0.6753
10727,LLG,2,0.034,1.01,0.6134,0.7161,5.9439,0.6339
10728,OC,3,0.034,1.0177,0.9155,0.1808,1.528,0.3395
10729,LLL,4,0.034,1.0195,0.4744,0.9862,8.4811,0.7824
10730,LLLG,5,0.034,1.07,0.5776,0.8903,7.7903,0.7297
10731,SLG,6,0.034,1.0615,0.6202,0.7974,7.097,0.6786
10732,LL,7,0.034,1.09,0.6828,0.7355,6.6561,0.6445
10733,LLG,8,0.034,1.0559,0.6735,0.6903,6.351,0.6197
10734,OC,9,0.034,1.051,0.9488,0.1808,1.6908,0.3395
10735,LLL,10,0.034,1.0569,0.4915,1.023,9.7189,0.8027
10736,LLLG,11,0.034,1.0552,0.5255,0.9582,9.2462,0.767
10737,SLG,12,0.034,1.0504,0.558,0.8903,8.7252,0.7297
10738,LL,13,0.034,1.0355,0.5821,0.8195,8.1544,0.6907
10739,LLG,0,0.038,1.06,0.6632,0.716,5.7279,0.6438
10740,OC,1,0.038,1.045,0.9425,0.1808,1.4737,0.3495
10741,LLL,2,0.038,1.01,0.4645,0.9863,8.1863,0.7925
10742,LLLG,3,0.038,1.0177,0.5248,0.8906,7.5255,0.7398
10743,SLG,4,0.038,1.0195,0.5777,0.7978,6.8612,0.6888
10744,LL,5,0.038,1.07,0.6776,0.7079,6.1945,0.6394
10745,LLG,6,0.038,1.0615,0.7069,0.6393,5.6895,0.6016
10746,OC,7,0.038,1.09,0.9947,0.1677,1.5174,0.3422
10747,LLL,8,0.038,1.0559,0.5305,0.9498,8.7379,0.7724
10748,LLLG,9,0.038,1.051,0.5581,0.8906,8.3271,0.7398
10749,SLG,10,0.038,1.0569,0.5982,0.8285,7.8707,0.7057
10750,LL,11,0.038,1.0552,0.6322,0.7635,7.3675,0.6699
10751,LLG,12,0.038,1.0504,0.6536,0.716,7.0166,0.6438
10752,OC,13,0.038,1.0355,0.9294,0.1874,1.8646,0.3531
10753,LLL,0,0.042,1.06,0.4967,1.0181,8.1448,0.74
10754,LLLG,1,0.042,1.045,0.5356,0.92,7.498,0.686
10755,SLG,2,0.042,1.01,0.553,0.8248,6.8458,0.6336
10756,LL,3,0.042,1.0177,0.6114,0.7325,6.1895,0.5829
10757,LLG,4,0.042,1.0195,0.6521,0.662,5.6931,0.5441
10758,OC,5,0.042,1.07,0.9748,0.167,1.461,0.2718
10759,LLL,6,0.042,1.0615,0.5579,0.9095,8.0946,0.6802
10760,LLLG,7,0.042,1.09,0.6173,0.8534,7.7232,0.6494
10761,SLG,8,0.042,1.0559,0.6157,0.7944,7.3084,0.6169
10762,LL,9,0.042,1.051,0.6448,0.7325,6.8488,0.5829
10763,LLG,10,0.042,1.0569,0.6755,0.6873,6.5296,0.558
10764,OC,11,0.042,1.0552,0.9528,0.18,1.737,0.279
10765,LLL,12,0.042,1.0504,0.4871,1.0181,9.9774,0.74
10766,LLLG,13,0.042,1.0355,0.5079,0.9533,9.4854,0.7043
10767,SLG,0,0.046,1.06,0.5881,0.8513,6.8104,0.6582
10768,LL,1,0.046,1.045,0.6252,0.7566,6.1662,0.6061
10769,LLG,2,0.046,1.01,0.63,0.6843,5.6797,0.5664
10770,OC,3,0.046,1.0177,0.919,0.1727,1.4596,0.285
10771,LLL,4,0.046,1.0195,0.4979,0.9417,8.0987,0.7079
10772,LLLG,5,0.046,1.07,0.5989,0.8499,7.4363,0.6574
10773,SLG,6,0.046,1.0615,0.6393,0.7609,6.772,0.6085
10774,LL,7,0.046,1.09,0.7002,0.7021,6.3537,0.5761
10775,LLG,8,0.046,1.0559,0.6897,0.6592,6.0646,0.5526
10776,OC,9,0.046,1.051,0.9523,0.1727,1.6151,0.285
10777,LLL,10,0.046,1.0569,0.5156,0.9776,9.287,0.7277
10778,LLLG,11,0.046,1.0552,0.5478,0.9159,8.8382,0.6937
10779,SLG,12,0.046,1.0504,0.5785,0.8513,8.3427,0.6582
10780,LL,13,0.046,1.0355,0.6007,0.7839,7.7994,0.6211
10781,LLG,0,0.01,1.06,0.6385,0.7649,6.119,0.6007
10782,OC,1,0.01,1.045,0.938,0.1932,1.5743,0.2862
10783,LLL,2,0.01,1.01,0.4297,1.0537,8.7454,0.7595
10784,LLLG,3,0.01,1.0177,0.4936,0.9514,8.0395,0.7033
10785,SLG,4,0.01,1.0195,0.55,0.8523,7.3297,0.6488
10786,LL,5,0.01,1.07,0.6532,0.7563,6.6176,0.596
10787,LLG,6,0.01,1.0615,0.6851,0.6829,6.078,0.5556
10788,OC,7,0.01,1.09,0.9907,0.1791,1.6211,0.2785
10789,LLL,8,0.01,1.0559,0.4971,1.0146,9.3346,0.738
10790,LLLG,9,0.01,1.051,0.5269,0.9514,8.8957,0.7033
10791,SLG,10,0.01,1.0569,0.5693,0.8851,8.4082,0.6668
10792,LL,11,0.01,1.0552,0.6058,0.8156,7.8706,0.6286
10793,LLG,12,0.01,1.0504,0.6289,0.7649,7.4958,0.6007
10794,OC,13,0.01,1.0355,0.9246,0.2002,1.9919,0.2901
10795,LLL,0,0.014,1.06,0.4611,1.087,8.6957,0.7878
10796,LLLG,1,0.014,1.045,0.5037,0.9822,8.0051,0.7302
10797,SLG,2,0.014,1.01,0.5246,0.8806,7.3088,0.6743
10798,LL,3,0.014,1.0177,0.5864,0.782,6.6081,0.6201
10799,LLG,4,0.014,1.0195,0.6297,0.7068,6.0782,0.5787
10800,OC,5,0.014,1.07,0.9708,0.1783,1.5598,0.288
10801,LLL,6,0.014,1.0615,0.5263,0.971,8.642,0.7241
10802,LLLG,7,0.014,1.09,0.5878,0.9111,8.2456,0.6911
10803,SLG,8,0.014,1.0559,0.5883,0.8481,7.8027,0.6565
10804,LL,9,0.014,1.051,0.6197,0.782,7.312,0.6201
10805,LLG,10,0.014,1.0569,0.6522,0.7338,6.9713,0.5936
10806,OC,11,0.014,1.0552,0.9484,0.1922,1.8545,0.2957
10807,LLL,12,0.014,1.0504,0.4514,1.087,10.6522,0.7878
10808,LLLG,13,0.014,1.0355,0.4746,1.0178,10.1269,0.7498
10809,SLG,0,0.018,1.06,0.559,0.9083,7.2666,0.6996
10810,LL,1,0.018,1.045,0.5996,0.8073,6.5793,0.644
10811,LLG,2,0.018,1.01,0.607,0.7301,6.0602,0.6016
10812,OC,3,0.018,1.0177,0.9149,0.1843,1.5574,0.3014
10813,LLL,4,0.018,1.0195,0.4654,1.0048,8.6411,0.7526
10814,LLLG,5,0.018,1.07,0.5698,0.9068,7.9344,0.6987
10815,SLG,6,0.018,1.0615,0.6136,0.8119,7.2256,0.6465
10816,LL,7,0.018,1.09,0.6766,0.7491,6.7793,0.612
10817,LLG,8,0.018,1.0559,0.6676,0.7033,6.4708,0.5868
10818,OC,9,0.018,1.051,0.9482,0.1843,1.7233,0.3014
10819,LLL,10,0.018,1.0569,0.4818,1.0431,9.9091,0.7737
10820,LLLG,11,0.018,1.0552,0.5163,0.9772,9.4302,0.7375
10821,SLG,12,0.018,1.0504,0.5494,0.9083,8.9016,0.6996
10822,LL,13,0.018,1.0355,0.5741,0.8364,8.3218,0.66
10823,LLG,0,0.022,1.06,0.644,0.7531,6.0246,0.6242
10824,OC,1,0.022,1.045,0.9386,0.1902,1.5504,0.3146
10825,LLL,2,0.022,1.01,0.4374,1.0379,8.6147,0.7809
10826,LLLG,3,0.022,1.0177,0.5003,0.9374,7.9214,0.7256
10827,SLG,4,0.022,1.0195,0.5558,0.84,7.224,0.672
10828,LL,5,0.022,1.07,0.6582,0.7456,6.5239,0.6201
10829,LLG,6,0.022,1.0615,0.6894,0.6735,5.9938,0.5804
10830,OC,7,0.022,1.09,0.9911,0.1766,1.5981,0.3071
10831,LLL,8,0.022,1.0559,0.5042,1.0,9.2,0.76
10832,LLLG,9,0.022,1.051,0.5336,0.9374,8.7651,0.7256
10833,SLG,10,0.022,1.0569,0.5756,0.8718,8.2826,0.6895
10834,LL,11,0.022,1.0552,0.6117,0.8032,7.7511,0.6518
10835,LLG,12,0.022,1.0504,0.6344,0.7531,7.3802,0.6242
10836,OC,13,0.022,1.0355,0.9254,0.1971,1.9608,0.3184
10837,LLL,0,0.026,1.06,0.4692,1.0704,8.5634,0.8087
10838,LLLG,1,0.026,1.045,0.5108,0.9675,7.8852,0.7521
10839,SLG,2,0.026,1.01,0.5307,0.8676,7.2011,0.6972
10840,LL,3,0.026,1.0177,0.5917,0.7707,6.5125,0.6439
10841,LLG,4,0.026,1.0195,0.6342,0.6967,5.9917,0.6032
10842,OC,5,0.026,1.07,0.9712,0.1758,1.538,0.3167
10843,LLL,6,0.026,1.0615,0.5327,0.9577,8.5239,0.7468
10844,LLLG,7,0.026,1.09,0.5938,0.8984,8.1306,0.7141
10845,SLG,8,0.026,1.0559,0.594,0.8361,7.6917,0.6798
10846,LL,9,0.026,1.051,0.625,0.7707,7.2061,0.6439
10847,LLG,10,0.026,1.0569,0.6572,0.723,6.8685,0.6177
10848,OC,11,0.026,1.0552,0.949,0.1893,1.8267,0.3241
10849,LLL,12,0.026,1.0504,0.4596,1.0704,10.4901,0.8087
10850,LLLG,13,0.026,1.0355,0.4823,1.0021,9.9706,0.7711
10851,SLG,0,0.03,1.06,0.5655,0.8947,7.1576,0.7221
10852,LL,1,0.03,1.045,0.6052,0.7953,6.4821,0.6674
10853,LLG,2,0.03,1.01,0.6119,0.7195,5.9721,0.6257
10854,OC,3,0.03,1.0177,0.9153,0.1817,1.5351,0.3299
10855,LLL,4,0.03,1.0195,0.4722,0.9907,8.52,0.7749
10856,LLLG,5,0.03,1.07,0.5757,0.8943,7.8253,0.7219
10857,SLG,6,0.03,1.0615,0.6186,0.8009,7.1283,0.6705
10858,LL,7,0.03,1.09,0.6813,0.7388,6.6861,0.6363
10859,LLG,8,0.03,1.0559,0.6721,0.6935,6.3801,0.6114
10860,OC,9,0.03,1.051,0.9487,0.1817,1.6987,0.3299
10861,LLL,10,0.03,1.0569,0.4892,1.0279,9.7651,0.7953
10862,LLLG,11,0.03,1.0552,0.5233,0.9628,9.2909,0.7595
10863,SLG,12,0.03,1.0504,0.5559,0.8947,8.768,0.7221
10864,LL,13,0.03,1.0355,0.5801,0.8236,8.1951,0.683
10865,LLG,0,0.034,1.06,0.6492,0.7419,5.9355,0.6481
10866,OC,1,0.034,1.045,0.9392,0.1875,1.5278,0.3431
10867,LLL,2,0.034,1.01,0.4446,1.023,8.4912,0.8027
10868,LLLG,3,0.034,1.0177,0.5066,0.9242,7.8098,0.7483
10869,SLG,4,0.034,1.0195,0.5612,0.8284,7.1241,0.6956
10870,LL,5,0.034,1.07,0.6628,0.7355,6.4355,0.6445
10871,LLG,6,0.034,1.0615,0.6933,0.6645,5.9142,0.6055
10872,OC,7,0.034,1.09,0.9915,0.1742,1.5765,0.3358
10873,LLL,8,0.034,1.0559,0.5108,0.9862,9.0728,0.7824
10874,LLLG,9,0.034,1.051,0.5399,0.9242,8.6416,0.7483
10875,SLG,10,0.034,1.0569,0.5815,0.8594,8.1639,0.7126
10876,LL,11,0.034,1.0552,0.6171,0.7915,7.6382,0.6753
10877,LLG,12,0.034,1.0504,0.6396,0.7419,7.271,0.6481
10878,OC,13,0.034,1.0355,0.9261,0.1941,1.9313,0.3468
