row_id,fault_type,fault_bus,fault_impedance_ohm,pre_fault_voltage_pu,fault_voltage_pu,fault_current_pu,fault_current_ka,Ia_ka,Ib_ka,Ic_ka,I1_ka,I2_ka,I0_ka,Va_pu,Vb_pu,Vc_pu,loading_pu
1989,LLL,10,0.3961,1.0569,0.998,0.0032,0.894,0.894,0.1815,0.5041,0.4904,0.3296,0.114,1.0397,1.002,0.998,0.035
1990,LLL,10,0.221,1.0569,0.9934,0.0026,0.7273,0.7273,0.6156,0.6353,0.6574,0.0572,0.0417,0.9934,1.0231,0.9955,0.035
1991,LLL,10,0.0672,1.0569,0.9961,0.0066,1.8401,1.8401,1.6058,1.6511,1.6979,0.0826,0.0849,0.9961,1.0195,1.0197,0.035
1992,LLL,10,0.5356,1.0569,0.9968,0.0015,0.4139,0.4139,0.2381,0.1573,0.2346,0.0745,0.1539,0.9968,1.0177,1.0178,0.035
1993,LLL,10,0.1254,1.0569,0.9796,0.0045,1.2493,1.2493,0.7911,1.0167,1.0139,0.1009,0.1874,0.982,1.0104,0.9796,0.035
1994,LLL,10,17.0304,1.0569,0.9981,0.0023,0.6249,0.1731,0.2955,0.6249,0.3151,0.23,0.1306,1.0556,0.9981,1.0077,0.035
1995,LLL,10,0.4097,1.0569,0.9607,0.0017,0.4811,0.4811,0.1351,0.4102,0.2813,0.0879,0.2291,0.9607,1.0229,1.0129,0.035
1996,LLL,10,0.0362,1.0569,0.97,0.0152,4.2258,3.139,4.2258,3.7624,3.7056,0.2057,0.4259,0.9808,1.0297,0.97,0.035
1997,LLL,10,0.1057,1.0569,0.9932,0.0048,1.3279,1.3279,1.2091,0.7813,1.0732,0.323,0.1499,1.0345,1.0208,0.9932,0.035
1998,LLL,10,0.207,1.0569,0.9776,0.0045,1.2476,0.5157,1.2476,0.6665,0.7596,0.1916,0.3765,1.0017,0.9776,1.0048,0.035
1999,LLL,10,7.5612,1.0569,1.0006,0.0012,0.3208,0.2562,0.3208,0.0368,0.163,0.1676,0.0448,1.0275,1.0006,1.0068,0.035
2000,LLL,10,0.2021,1.0569,0.9964,0.0026,0.7126,0.6172,0.6855,0.7126,0.6642,0.0739,0.0797,0.9979,0.9964,1.0328,0.035
2001,LLL,10,1.1333,1.0569,0.981,0.0007,0.2013,0.0688,0.2013,0.0796,0.1128,0.0479,0.0467,0.993,0.9974,0.981,0.035
2002,LLL,10,0.0362,1.0569,1.0012,0.0128,3.5599,3.5599,3.5483,3.2451,3.4495,0.1693,0.0625,1.0234,1.0209,1.0012,0.035
2003,LLL,10,0.3284,1.0569,0.9863,0.0021,0.5965,0.5965,0.4193,0.4608,0.4633,0.1748,0.0529,1.0002,0.9863,1.0017,0.035
2004,LLL,10,0.8685,1.0569,0.9422,0.0015,0.4052,0.4052,0.0729,0.3236,0.248,0.1537,0.0793,0.9849,0.9422,0.9853,0.035
2005,LLL,10,0.4278,1.0569,1.0028,0.0014,0.3913,0.274,0.2751,0.3913,0.3002,0.0994,0.0362,1.0199,1.0029,1.0028,0.035
2006,LLL,10,0.0168,1.0569,0.9762,0.0272,7.538,7.4421,7.538,7.1477,7.3583,0.2565,0.4707,1.0212,0.9762,1.0058,0.035
2007,LLL,10,0.8924,1.0569,0.9875,0.0008,0.2245,0.1053,0.1118,0.2245,0.1241,0.0698,0.0661,0.9885,0.9875,1.0066,0.035
2008,LLL,10,0.6509,1.0569,0.9913,0.0006,0.1599,0.1242,0.1599,0.1435,0.0501,0.0922,0.0976,0.9913,1.002,1.0219,0.035
2009,LLL,11,0.0089,1.0552,0.9815,0.0443,12.309,12.0182,10.4972,12.309,11.4006,1.8728,1.3783,1.002,0.9837,0.9815,0.061
2010,LLL,11,0.0331,1.0552,0.9975,0.0146,4.0606,4.0606,3.5234,3.7161,3.7667,0.1594,0.155,1.0115,0.9975,0.9988,0.061
2011,LLL,11,0.4148,1.0552,0.9932,0.0023,0.6504,0.6504,0.1982,0.573,0.3661,0.0698,0.3531,1.0085,1.0456,0.9932,0.061
2012,LLL,11,0.3204,1.0552,0.9775,0.002,0.5545,0.5545,0.5296,0.3768,0.4698,0.1416,0.0502,0.9895,0.9775,0.9783,0.061
2013,LLL,11,0.0073,1.0552,0.9991,0.0511,14.1922,14.1922,11.6979,11.9763,12.5381,1.2171,1.3706,1.0201,0.9991,1.0052,0.061
2014,LLL,11,0.8597,1.0552,0.9858,0.0025,0.6959,0.1519,0.6959,0.1517,0.3324,0.1921,0.1714,1.0571,0.9858,0.9872,0.061
2015,LLL,11,0.3341,1.0552,0.9893,0.0018,0.5008,0.211,0.5008,0.4638,0.2893,0.2658,0.1256,1.0003,0.9904,0.9893,0.061
2016,LLL,11,0.0608,1.0552,0.9826,0.0071,1.9816,1.9816,1.9295,1.7795,1.8874,0.1739,0.1134,1.0077,0.9917,0.9826,0.061
2017,LLL,11,0.1041,1.0552,0.9818,0.0043,1.2073,1.2073,0.9627,1.0844,1.0776,0.1086,0.1175,1.0035,0.9965,0.9818,0.061
2018,LLL,11,0.5027,1.0552,0.9652,0.0017,0.4613,0.4613,0.2567,0.4205,0.2498,0.0984,0.2824,0.9896,1.0231,0.9652,0.061
2019,LLL,11,0.3083,1.0552,0.9665,0.0023,0.6413,0.4731,0.6413,0.3,0.4475,0.0039,0.2035,0.994,0.9665,0.97,0.061
2020,LLL,11,14.3495,1.0552,0.9814,0.0014,0.3861,0.3861,0.1222,0.0336,0.1221,0.1693,0.1071,1.0092,0.9814,0.9999,0.061
2021,LLL,11,0.0567,1.0552,1.0062,0.0091,2.5273,2.3717,1.9948,2.5273,2.2952,0.077,0.2375,1.0062,1.026,1.0077,0.061
2022,LLL,11,0.0922,1.0552,0.9739,0.0068,1.8752,1.4438,1.353,1.8752,1.5452,0.286,0.0878,1.0324,1.0346,0.9739,0.061
2023,LLL,11,0.4102,1.0552,0.9913,0.0015,0.4185,0.4002,0.4185,0.3306,0.3169,0.1893,0.1092,0.9913,0.9973,1.025,0.061
2024,LLL,11,0.1062,1.0552,0.965,0.0058,1.6038,1.0437,1.1037,1.6038,1.2503,0.184,0.1715,0.965,0.9703,0.9959,0.061
2025,LLL,11,0.1731,1.0552,0.9961,0.0028,0.7635,0.7635,0.4747,0.677,0.6242,0.1664,0.0697,1.0121,0.9961,1.031,0.061
2026,LLL,11,0.6302,1.0552,0.96,0.0013,0.3622,0.2792,0.3622,0.2588,0.2977,0.0572,0.0105,0.9832,0.96,1.0098,0.061
2027,LLL,11,5.0729,1.0552,0.9706,0.0012,0.3272,0.1389,0.1824,0.3272,0.0314,0.0864,0.2116,0.9706,0.9944,1.0259,0.061
2028,LLL,11,0.0613,1.0552,1.0038,0.008,2.2239,2.2239,2.1396,1.6764,1.9977,0.0202,0.3467,1.0477,1.0038,1.0291,0.061
2029,LLL,11,0.6254,1.0552,0.9872,0.0009,0.2387,0.2334,0.2387,0.1467,0.193,0.0782,0.0306,0.9872,1.0089,1.0049,0.061
2030,LLL,11,0.087,1.0552,0.9742,0.0052,1.4448,1.4448,1.3808,1.1044,1.2983,0.1912,0.126,0.9742,0.9812,1.0269,0.061
2031,LLL,11,0.9013,1.0552,0.9822,0.001,0.2789,0.1401,0.1372,0.2789,0.1315,0.101,0.1061,0.9888,0.9822,1.0115,0.061
2032,LLL,11,0.2588,1.0552,0.9874,0.0022,0.6197,0.6197,0.4164,0.0387,0.3364,0.2493,0.1047,0.9889,0.9874,0.9977,0.061
2033,LLL,11,0.5234,1.0552,0.9975,0.002,0.5594,0.5594,0.1085,0.2538,0.2403,0.1331,0.2329,1.0018,1.0291,0.9975,0.061
2034,LLL,11,0.0292,1.0552,0.9689,0.0153,4.2428,4.2171,4.2428,4.1333,4.1901,0.1717,0.191,0.9972,0.9689,0.9939,0.061
2035,LLL,11,0.0708,1.0552,0.9877,0.0075,2.0767,0.3068,2.0767,1.6782,1.3166,0.6731,0.4704,1.0079,0.9938,0.9877,0.061
2036,LLL,11,0.13,1.0552,0.9862,0.0033,0.91,0.861,0.8857,0.91,0.8831,0.041,0.0556,0.9862,1.0032,1.001,0.061
2037,LLL,11,0.2035,1.0552,0.9883,0.0025,0.69,0.6213,0.69,0.5551,0.6187,0.0587,0.0622,1.0014,0.9883,1.0241,0.061
2038,LLL,11,0.0431,1.0552,1.0049,0.0107,2.9738,2.5138,2.9738,2.5355,2.6733,0.1649,0.1521,1.0197,1.0315,1.0049,0.061
2039,LLL,11,0.1448,1.0552,0.9824,0.0034,0.9303,0.7819,0.7123,0.9303,0.8055,0.0941,0.0611,0.9824,1.0225,1.0236,0.061
2040,LLL,11,0.0076,1.0552,0.9655,0.0572,15.8725,15.0393,15.8725,14.7454,15.2093,0.6469,0.3288,0.9722,0.9655,1.0075,0.061
2041,LLL,11,0.15,1.0552,0.9588,0.0035,0.9839,0.8758,0.9839,0.7566,0.8347,0.2219,0.1524,1.0163,1.0412,0.9588,0.061
2042,LLL,11,0.0955,1.0552,0.9747,0.0047,1.2933,0.8052,1.2933,1.1813,1.0708,0.1716,0.2503,0.9789,0.9983,0.9747,0.061
2043,LLL,11,0.1747,1.0552,1.0083,0.0029,0.7965,0.3975,0.7476,0.7965,0.6031,0.202,0.2142,1.0104,1.0083,1.0119,0.061
2044,LLL,11,0.0335,1.0552,0.964,0.0134,3.7316,3.6548,3.6841,3.7316,3.6831,0.1477,0.1765,1.0005,0.964,1.0204,0.061
2045,LLL,11,0.038,1.0552,0.9634,0.0105,2.9007,2.7694,2.9007,2.8146,2.8197,0.1412,0.1772,1.0252,0.9634,0.9852,0.061
2046,LLL,11,0.1771,1.0552,1.0018,0.0024,0.6784,0.5762,0.6147,0.6784,0.6103,0.053,0.1216,1.0104,1.0316,1.0018,0.061
2047,LLL,11,0.1627,1.0552,0.9799,0.0035,0.9738,0.9738,0.6678,0.67,0.7687,0.1218,0.093,0.9874,0.9799,0.9939,0.061
2048,LLL,11,0.0549,1.0552,1.0079,0.0083,2.3001,1.9099,2.3001,1.8293,2.0063,0.2616,0.0355,1.0087,1.0079,1.0484,0.061
2049,LLL,12,0.0417,1.0504,1.0222,0.0109,3.0365,3.0365,2.6505,2.7804,2.8208,0.1619,0.0941,1.0396,1.0222,1.0356,0.135
2050,LLL,12,0.1354,1.0504,1.0,0.0038,1.0551,1.0551,0.9131,0.7455,0.8971,0.0627,0.1597,1.0389,1.0,1.0109,0.135
2051,LLL,12,0.1362,1.0504,0.9802,0.0032,0.8763,0.6832,0.7698,0.8763,0.7561,0.1659,0.0998,0.9802,1.0041,0.994,0.135
2052,LLL,12,0.1033,1.0504,0.9766,0.0036,0.9941,0.9621,0.7374,0.9941,0.8949,0.1322,0.031,0.9766,0.9952,1.0206,0.135
2053,LLL,12,0.1823,1.0504,0.9472,0.0028,0.7821,0.568,0.572,0.7821,0.6095,0.166,0.1462,0.9952,0.9472,0.9878,0.135
2054,LLL,12,0.2884,1.0504,0.9486,0.0018,0.4906,0.4255,0.4906,0.4007,0.4309,0.0763,0.0514,0.9486,1.0014,1.0037,0.135
2055,LLL,12,0.1301,1.0504,0.9766,0.0033,0.9027,0.7838,0.9027,0.8259,0.8199,0.1547,0.0864,0.9894,0.9766,0.9781,0.135
2056,LLL,12,0.02,1.0504,0.9816,0.0196,5.4303,5.4303,5.1985,5.2482,5.2694,0.4264,0.2648,1.0172,1.0023,0.9816,0.135
2057,LLL,12,0.5506,1.0504,0.9852,0.0031,0.87,0.2706,0.87,0.1906,0.4148,0.2808,0.1948,1.0416,0.9852,0.9874,0.135
2058,LLL,12,0.1058,1.0504,0.9646,0.0039,1.0714,1.0165,0.919,1.0714,0.9964,0.1087,0.0622,0.9899,0.9646,1.007,0.135
2059,LLL,12,0.0075,1.0504,0.988,0.0609,16.9071,16.8948,16.9071,16.0817,16.6095,0.5501,0.6759,0.988,0.9911,1.0144,0.135
2060,LLL,12,0.1161,1.0504,0.964,0.004,1.1212,1.1212,0.7255,0.8879,0.8993,0.0842,0.2036,0.9918,0.964,0.9777,0.135
2061,LLL,12,1.0056,1.0504,0.9822,0.0017,0.477,0.1908,0.3484,0.477,0.1629,0.2243,0.2271,0.9822,0.9995,0.9993,0.135
2062,LLL,12,0.2108,1.0504,0.9641,0.0026,0.719,0.4888,0.6635,0.719,0.6137,0.1016,0.1084,0.9641,0.9802,1.0066,0.135
2063,LLL,12,0.4884,1.0504,0.9578,0.0013,0.3667,0.3035,0.3667,0.3205,0.1789,0.255,0.1129,0.9671,0.9578,0.9737,0.135
2064,LLL,12,0.0432,1.0504,0.9998,0.0104,2.8788,2.8788,2.6257,2.833,2.7726,0.1776,0.1317,1.0138,1.0508,0.9998,0.135
2065,LLL,12,0.5597,1.0504,0.9944,0.0017,0.4689,0.2632,0.4689,0.0363,0.2304,0.1218,0.1701,0.9955,0.9944,1.0302,0.135
2066,LLL,12,0.0659,1.0504,0.9758,0.0069,1.9067,1.9067,1.6507,1.888,1.8124,0.0885,0.1252,0.9899,0.9758,1.0292,0.135
2067,LLL,12,0.0327,1.0504,0.9902,0.0143,3.9714,3.9714,3.9504,3.7077,3.8687,0.1084,0.2504,1.015,1.0325,0.9902,0.135
2068,LLL,12,11.6275,1.0504,0.9844,0.0008,0.214,0.214,0.1536,0.1015,0.1358,0.0766,0.0475,0.9929,1.0133,0.9844,0.135
2069,LLL,12,0.4138,1.0504,0.9853,0.0012,0.3351,0.3351,0.2205,0.2696,0.0503,0.2713,0.0417,1.0235,0.9899,0.9853,0.135
2070,LLL,12,0.5215,1.0504,0.9937,0.0008,0.2178,0.2178,0.1304,0.2025,0.1186,0.0701,0.1272,0.9937,1.0061,0.9963,0.135
2071,LLL,12,0.2419,1.0504,0.9949,0.0021,0.5865,0.415,0.5865,0.4125,0.4348,0.1789,0.088,0.9949,1.011,1.002,0.135
2072,LLL,12,0.4813,1.0504,0.9681,0.0017,0.4738,0.0839,0.4738,0.2039,0.1804,0.0804,0.2281,1.0139,0.9961,0.9681,0.135
2073,LLL,12,1.3802,1.0504,0.997,0.0013,0.3718,0.19,0.3718,0.1372,0.1365,0.1118,0.1824,1.048,0.997,1.0248,0.135
2074,LLL,12,5.7395,1.0504,1.0125,0.0012,0.3391,0.2067,0.3391,0.1256,0.0863,0.131,0.1823,1.0125,1.031,1.0239,0.135
2075,LLL,12,0.3825,1.0504,0.9864,0.0024,0.6662,0.2319,0.113,0.6662,0.2396,0.2896,0.1699,0.9926,0.9864,1.0159,0.135
2076,LLL,12,0.5651,1.0504,0.9727,0.0018,0.5025,0.4692,0.5025,0.3709,0.2931,0.226,0.2577,1.0092,0.9727,1.0282,0.135
2077,LLL,12,5.2585,1.0504,0.9556,0.0007,0.1859,0.1859,0.1003,0.113,0.1258,0.0096,0.0567,0.9556,0.999,0.9956,0.135
2078,LLL,12,17.7568,1.0504,0.9928,0.0013,0.3664,0.2584,0.1087,0.3664,0.0639,0.2107,0.1499,0.9928,1.002,0.9947,0.135
2079,LLL,12,0.452,1.0504,1.0032,0.0031,0.8549,0.6959,0.8549,0.2579,0.5869,0.0692,0.2791,1.0081,1.0089,1.0032,0.135
2080,LLL,12,0.3781,1.0504,0.983,0.0019,0.5356,0.3388,0.2813,0.5356,0.3843,0.0848,0.0733,0.983,1.0126,1.0219,0.135
2081,LLL,12,0.1348,1.0504,0.9837,0.0037,1.026,1.0212,1.026,0.7197,0.9165,0.1751,0.0234,0.9837,1.0033,1.0062,0.135
2082,LLL,12,0.0787,1.0504,0.9871,0.0068,1.8791,1.5621,1.7311,1.8791,1.7104,0.2212,0.1212,0.9966,1.0142,0.9871,0.135
2083,LLL,12,0.1697,1.0504,0.9836,0.0033,0.9059,0.9059,0.7958,0.7994,0.8314,0.0691,0.0411,0.9836,1.0313,1.0257,0.135
2084,LLL,12,0.0487,1.0504,0.9973,0.0097,2.694,2.694,2.1892,2.6736,2.517,0.2298,0.107,1.0341,0.9973,1.0166,0.135
2085,LLL,12,0.0549,1.0504,0.9912,0.0081,2.2402,2.0569,2.2402,1.6571,1.9828,0.1904,0.1752,0.9912,0.9915,1.0383,0.135
2086,LLL,12,0.3116,1.0504,0.9818,0.0014,0.3851,0.2472,0.3038,0.3851,0.2926,0.1196,0.0255,1.0001,0.9871,0.9818,0.135
2087,LLL,12,0.1758,1.0504,1.0093,0.0025,0.6917,0.6671,0.5412,0.6917,0.6288,0.0989,0.0177,1.0111,1.0119,1.0093,0.135
2088,LLL,12,0.3923,1.0504,0.9673,0.0012,0.3241,0.1645,0.3241,0.249,0.2391,0.0854,0.0146,0.9673,0.9788,1.0099,0.135
2089,LLL,13,0.1322,1.0355,0.9783,0.0042,1.1687,1.0319,0.1386,1.1687,0.7685,0.2271,0.4176,0.9912,0.9911,0.9783,0.149
2090,LLL,13,0.2291,1.0355,1.0089,0.0034,0.93,0.683,0.6182,0.93,0.7258,0.1924,0.086,1.03,1.0089,1.0204,0.149
2091,LLL,13,0.683,1.0355,0.9657,0.0009,0.2384,0.2006,0.2384,0.2102,0.1908,0.0707,0.0755,0.9697,1.0247,0.9657,0.149
2092,LLL,13,0.1668,1.0355,1.0047,0.0044,1.2181,0.7259,0.719,1.2181,0.8381,0.2531,0.276,1.0052,1.0067,1.0047,0.149
2093,LLL,13,0.1193,1.0355,0.9862,0.0051,1.4067,1.0863,1.4067,0.994,1.1578,0.1297,0.158,0.9935,1.0015,0.9862,0.149
2094,LLL,13,0.6307,1.0355,0.9737,0.0012,0.3458,0.1277,0.128,0.3458,0.0724,0.0866,0.195,0.9814,1.0017,0.9737,0.149
2095,LLL,13,0.1452,1.0355,0.9753,0.004,1.0986,1.0986,0.8048,0.8536,0.9132,0.0306,0.1622,0.9753,0.9846,1.0377,0.149
2096,LLL,13,0.5589,1.0355,0.9776,0.0022,0.6197,0.6197,0.4118,0.485,0.498,0.0469,0.113,0.9776,0.9915,1.0076,0.149
2097,LLL,13,0.1756,1.0355,0.9875,0.0029,0.7946,0.3482,0.5987,0.7946,0.5063,0.265,0.2091,0.9875,1.0153,1.0138,0.149
2098,LLL,13,0.0407,1.0355,0.995,0.0111,3.0765,2.8755,3.0105,3.0765,2.9866,0.1045,0.0404,0.995,1.0055,1.0358,0.149
2099,LLL,13,0.1681,1.0355,0.9946,0.0028,0.7678,0.6068,0.7678,0.732,0.6984,0.1003,0.007,1.0118,0.9946,1.0,0.149
2100,LLL,13,1.2392,1.0355,1.0014,0.0007,0.1833,0.1833,0.087,0.1507,0.0671,0.0301,0.126,1.0014,1.0071,1.0159,0.149
2101,LLL,13,0.0836,1.0355,0.9782,0.0061,1.6909,1.4738,1.6909,1.3975,1.5076,0.2202,0.0827,1.0067,0.9919,0.9782,0.149
2102,LLL,13,0.2412,1.0355,0.9547,0.0022,0.5971,0.5971,0.5088,0.5181,0.5166,0.1162,0.1194,0.9983,0.9547,0.9871,0.149
2103,LLL,13,0.1939,1.0355,1.004,0.003,0.8274,0.603,0.5964,0.8274,0.6717,0.1064,0.0741,1.0175,1.0198,1.004,0.149
2104,LLL,13,0.3367,1.0355,0.9768,0.0029,0.8035,0.3239,0.8035,0.1253,0.4099,0.2359,0.1782,0.9768,0.9836,0.9959,0.149
2105,LLL,13,0.0556,1.0355,0.9681,0.0103,2.8569,2.2294,2.8569,1.9421,2.3371,0.3603,0.2065,1.0248,0.978,0.9681,0.149
2106,LLL,13,0.5017,1.0355,0.968,0.001,0.2792,0.2792,0.2556,0.1498,0.2212,0.0056,0.0791,0.968,0.978,0.9906,0.149
2107,LLL,13,0.0199,1.0355,0.966,0.0236,6.5622,6.5622,6.0626,6.292,6.3005,0.3232,0.034,0.966,1.0104,1.0262,0.149
2108,LLL,13,13.912,1.0355,0.9767,0.0007,0.1827,0.1047,0.1827,0.161,0.0472,0.1402,0.0393,0.9767,1.0085,1.0151,0.149
2109,LLL,13,0.3345,1.0355,0.9981,0.0031,0.8498,0.4198,0.8498,0.1863,0.4615,0.1343,0.2828,1.0292,1.0073,0.9981,0.149
2110,LLL,13,0.2912,1.0355,0.9942,0.0017,0.4838,0.181,0.4838,0.1895,0.2236,0.1182,0.1923,0.9942,1.001,1.0132,0.149
2111,LLL,13,0.2373,1.0355,0.977,0.0021,0.5799,0.427,0.5767,0.5799,0.5157,0.1274,0.0394,0.9888,0.987,0.977,0.149
2112,LLL,13,0.0025,1.0355,0.9875,0.1849,51.3367,47.6121,51.3367,45.7935,48.1842,1.5062,3.0254,0.9875,0.9946,1.0028,0.149
2113,LLL,13,0.0454,1.0355,0.9957,0.0104,2.8983,2.8983,2.6604,2.5235,2.6777,0.3201,0.0974,1.0008,0.9957,0.9957,0.149
2114,LLL,13,0.2712,1.0355,0.9854,0.0023,0.6264,0.6264,0.3705,0.4486,0.4129,0.2054,0.176,0.9854,1.0031,0.99,0.149
2115,LLL,13,0.2796,1.0355,0.9905,0.0028,0.7869,0.3144,0.3851,0.7869,0.4925,0.1789,0.1194,0.9905,1.0228,0.998,0.149
2116,LLL,13,11.2359,1.0355,0.9841,0.0011,0.3055,0.198,0.3055,0.1396,0.1298,0.16,0.0907,0.9841,0.9982,1.0034,0.149
2117,LLL,13,0.0224,1.0355,0.9831,0.02,5.5613,5.5194,5.5613,5.1126,5.3936,0.2212,0.1922,0.993,1.06,0.9831,0.149
2118,LLL,13,0.0237,1.0355,0.9905,0.017,4.7262,4.6141,4.7262,4.7075,4.6749,0.1651,0.2169,0.9905,1.0089,1.0297,0.149
2119,LLL,13,0.0764,1.0355,0.9908,0.0052,1.4565,1.4565,1.3784,1.401,1.4116,0.0241,0.0408,0.9908,0.9989,1.0263,0.149
2120,LLL,13,0.125,1.0355,0.963,0.005,1.3951,1.3951,1.0154,1.2162,1.2047,0.0442,0.1798,0.963,0.9914,1.0016,0.149
2121,LLL,13,0.1954,1.0355,0.9706,0.0031,0.8518,0.8518,0.7766,0.7882,0.7886,0.1212,0.1159,1.0472,1.0202,0.9706,0.149
2122,LLL,13,0.2379,1.0355,0.9921,0.0021,0.5721,0.1479,0.5721,0.4014,0.2956,0.2843,0.0431,1.0069,1.0003,0.9921,0.149
2123,LLL,13,0.0257,1.0355,0.9953,0.0177,4.9184,4.9184,4.7777,4.2901,4.657,0.3438,0.0388,0.9953,1.0095,1.0103,0.149
2124,LLL,13,0.0745,1.0355,0.9784,0.0063,1.7422,1.49,1.7422,1.6415,1.6039,0.1279,0.2473,0.9808,1.031,0.9784,0.149
2125,LLL,13,0.2489,1.0355,1.0122,0.0027,0.758,0.3963,0.758,0.5905,0.5798,0.1149,0.1034,1.0366,1.0122,1.018,0.149
2126,LLL,13,0.337,1.0355,0.9925,0.0011,0.2926,0.2564,0.258,0.2926,0.214,0.0975,0.1316,0.9925,1.0179,0.9972,0.149
2127,LLL,13,0.1622,1.0355,0.9821,0.0033,0.9127,0.8976,0.7496,0.9127,0.8362,0.1692,0.0747,0.9972,0.9821,1.0334,0.149
2128,LLL,13,0.2713,1.0355,0.9922,0.0026,0.728,0.728,0.6444,0.3239,0.5165,0.0447,0.285,1.0256,0.9922,0.9942,0.149
2129,LL,0,0.144,1.06,0.492,14.788,6.3244,0.1442,6.2774,6.3244,3.6902,3.5802,0.1974,1.0048,0.5049,0.492,0.0
2130,LL,0,0.3416,1.06,0.5071,14.9867,6.4093,0.1476,6.4093,1.061,2.2649,2.4027,1.7813,1.024,0.5138,0.5071,0.0
2131,LL,0,0.8231,1.06,0.4626,15.0633,6.4421,0.0324,6.4421,5.5437,3.5083,3.4166,0.311,1.0119,0.5361,0.4626,0.0
2132,LL,0,0.0332,1.06,0.4943,15.5682,6.658,0.221,6.658,5.9133,3.5417,3.7073,0.4009,0.9838,0.4943,0.5037,0.0
2133,LL,0,0.6482,1.06,0.4611,14.9729,6.4034,0.4959,6.272,6.4034,3.6469,3.6489,0.4983,0.9941,0.5184,0.4611,0.0
2134,LL,0,0.0521,1.06,0.4895,13.9881,5.9822,0.3698,5.9822,1.2436,2.2451,2.2613,1.5284,0.9677,0.4895,0.4995,0.0
2135,LL,0,0.5481,1.06,0.4658,16.1604,6.9113,0.1078,6.9113,5.5323,3.6266,3.5685,0.491,0.9912,0.5188,0.4658,0.0
2136,LL,0,0.5343,1.06,0.4769,15.0063,6.4177,0.0171,6.4177,5.9954,3.526,3.6395,0.1795,0.9862,0.5328,0.4769,0.0
2137,LL,0,0.0561,1.06,0.4762,14.7249,6.2974,0.0954,6.2974,5.9045,3.6359,3.4026,0.2145,0.9946,0.5037,0.4762,0.0
2138,LL,0,0.1326,1.06,0.4944,15.2516,6.5226,0.0693,1.6917,6.5226,2.6182,2.3537,1.6559,0.9796,0.5226,0.4944,0.0
2139,LL,0,0.0781,1.06,0.4845,14.0002,5.9874,0.3097,5.7162,5.9874,3.2752,3.4825,0.136,1.0192,0.4845,0.5092,0.0
2140,LL,0,0.5594,1.06,0.4846,13.9894,5.9828,0.0926,5.6283,5.9828,3.3332,3.3725,0.0993,1.0051,0.5201,0.4846,0.0
2141,LL,0,0.1083,1.06,0.4841,14.1499,6.0514,0.2048,5.9887,6.0514,3.4309,3.519,0.1429,1.0158,0.512,0.4841,0.0
2142,LL,0,0.4246,1.06,0.501,15.4222,6.5956,0.0801,6.5956,6.0311,3.6716,3.6215,0.1779,0.9923,0.516,0.501,0.0
2143,LL,0,0.0209,1.06,0.4932,15.5922,6.6683,0.155,6.6683,6.4915,3.816,3.7783,0.1985,0.9925,0.4932,0.5033,0.0
2144,LL,0,0.3133,1.06,0.473,14.8739,6.3611,0.025,5.8718,6.3611,3.4115,3.6427,0.2695,0.9966,0.5401,0.473,0.0
2145,LL,0,0.1767,1.06,0.4981,14.4443,6.1773,0.3692,6.1773,5.7021,3.4569,3.4013,0.29,1.0209,0.5103,0.4981,0.0
2146,LL,0,0.5379,1.06,0.4811,14.8267,6.3409,0.3445,5.9254,6.3409,3.4209,3.6651,0.0962,0.9929,0.5039,0.4811,0.0
2147,LL,0,0.1231,1.06,0.4884,14.3069,6.1186,0.1283,6.1186,6.1137,3.4071,3.648,0.165,1.0114,0.4884,0.5028,0.0
2148,LL,0,0.4433,1.06,0.4894,15.0389,6.4317,0.3714,6.4317,5.9906,3.5296,3.6241,0.4527,0.9912,0.5196,0.4894,0.0
2149,LL,0,0.4707,1.06,0.4739,14.7481,6.3073,0.0588,6.0687,6.3073,3.457,3.6783,0.2406,1.0341,0.5187,0.4739,0.0
2150,LL,0,0.0196,1.06,0.4858,14.7444,6.3057,0.2202,6.2254,6.3057,3.6019,3.627,0.2447,0.958,0.4892,0.4858,0.0
2151,LL,0,0.0667,1.06,0.4933,15.0472,6.4352,0.3506,6.0598,6.4352,3.4547,3.7612,0.0615,1.0382,0.5221,0.4933,0.0
2152,LL,0,0.0504,1.06,0.4842,14.6199,6.2524,0.4074,5.9633,6.2524,3.4228,3.6364,0.0226,0.9971,0.4842,0.5009,0.0
2153,LL,0,0.2028,1.06,0.4892,14.7074,6.2899,0.2057,6.2618,6.2899,3.6372,3.6096,0.1145,0.9973,0.508,0.4892,0.0
2154,LL,0,0.0312,1.06,0.4983,14.188,6.0677,0.1701,5.8139,6.0677,3.4936,3.3558,0.2881,0.986,0.5042,0.4983,0.0
2155,LL,0,0.3931,1.06,0.4866,15.9606,6.8258,0.1212,6.8258,6.2627,3.762,3.7956,0.2241,0.9928,0.5067,0.4866,0.0
2156,LL,0,0.046,1.06,0.4997,15.2492,6.5216,0.3134,6.1845,6.5216,3.8648,3.4649,0.1295,0.9679,0.4997,0.526,0.0
2157,LL,0,0.3432,1.06,0.4907,16.2139,6.9341,0.0834,6.1292,6.9341,3.6758,3.868,0.2818,1.0149,0.5064,0.4907,0.0
2158,LL,0,0.0178,1.06,0.4947,14.8406,6.3469,0.1278,5.8397,6.3469,3.547,3.4896,0.2029,1.0134,0.4947,0.5,0.0
