row_id,fault_type,fault_bus,fault_impedance_ohm,pre_fault_voltage_pu,fault_voltage_pu,fault_current_pu,fault_current_ka,Ia_ka,Ib_ka,Ic_ka,I1_ka,I2_ka,I0_ka,Va_pu,Vb_pu,Vc_pu,loading_pu
2443,LL,7,0.1518,1.09,0.2392,4.9126,23.6357,0.1086,18.612,23.6357,12.561,11.8626,1.7849,1.0234,0.8266,0.2392,0.0
2444,LL,7,0.2455,1.09,0.3573,5.9362,28.5605,0.5377,28.5605,27.1883,16.6695,15.4862,0.8379,0.9902,0.9228,0.3573,0.0
2445,LL,7,1.21,1.09,0.8046,2.1122,10.1625,0.1276,9.7598,10.1625,5.761,5.7423,0.1401,0.9994,1.0667,0.8046,0.0
2446,LL,7,0.6327,1.09,0.6732,2.9392,14.1414,0.085,14.1414,13.9323,7.8089,8.3656,0.635,0.9642,1.0764,0.6732,0.0
2447,LL,7,0.0641,1.09,0.3543,7.363,35.425,0.1478,35.1013,35.425,20.0955,20.6162,0.4048,1.028,0.6676,0.3543,0.0
2448,LL,7,0.4567,1.09,0.5773,3.9224,18.8714,0.2429,4.3281,18.8714,7.0638,7.1512,4.8925,0.9907,1.0114,0.5773,0.0
2449,LL,7,0.1848,1.09,0.2719,6.3469,30.5367,0.0698,30.5367,29.5491,17.5868,17.0927,0.653,1.0141,0.8686,0.2719,0.0
2450,LL,7,0.3851,1.09,0.5108,5.1218,24.6421,0.2999,24.6421,22.3816,12.9638,14.1309,1.2944,0.9815,0.9987,0.5108,0.0
2451,LL,7,0.0295,1.09,0.424,4.4441,21.3816,0.2516,21.3816,20.8545,12.0815,12.3046,0.1315,0.9992,0.5715,0.424,0.0
2452,LL,7,0.0663,1.09,0.3334,4.3566,20.9605,0.3053,20.3172,20.9605,12.2066,11.6046,0.6377,0.9722,0.6381,0.3334,0.0
2453,LL,7,0.0719,1.09,0.3265,7.1364,34.3352,0.4,34.3352,33.4059,19.553,19.5573,0.4459,0.9814,0.6837,0.3265,0.0
2454,LL,7,0.3136,1.09,0.419,3.8627,18.5843,0.1436,18.4393,18.5843,11.667,9.2917,2.4519,1.0071,1.0166,0.419,0.0
2455,LL,7,0.0548,1.09,0.3679,7.4033,35.6191,0.0229,34.393,35.6191,20.3806,20.0382,0.5491,1.0038,0.6559,0.3679,0.0
2456,LL,7,0.129,1.09,0.2653,6.8063,32.747,0.0795,32.747,32.4993,19.182,18.4645,0.7983,0.9986,0.7928,0.2653,0.0
2457,LL,7,0.1892,1.09,0.278,6.3562,30.5811,0.4271,30.5811,28.5297,16.8678,17.261,0.803,0.9495,0.8788,0.278,0.0
2458,LL,7,0.0403,1.09,0.3921,3.075,14.7947,0.0976,13.9423,14.7947,7.1059,9.1026,2.0996,0.989,0.5867,0.3921,0.0
2459,LL,7,0.6357,1.09,0.7098,3.577,17.2096,0.2624,16.3688,17.2096,9.5677,9.8216,0.2349,0.9798,1.0604,0.7098,0.0
2460,LL,7,0.2283,1.09,0.3166,3.3726,16.2266,0.1358,15.4913,16.2266,9.1461,9.1676,0.2668,0.994,0.8859,0.3166,0.0
2461,LL,7,0.3443,1.09,0.4421,5.1061,24.5667,0.13,24.5667,23.0563,13.7341,13.7673,0.461,0.9655,1.0213,0.4421,0.0
2462,LL,7,0.1774,1.09,0.2697,5.9529,28.641,0.467,28.641,24.1821,15.4684,15.0381,1.7368,0.9883,0.8163,0.2697,0.0
2463,LL,7,0.0462,1.09,0.3807,6.075,29.2282,0.0626,26.7392,29.2282,15.6016,16.6698,1.342,0.9824,0.6233,0.3807,0.0
2464,LL,7,0.0369,1.09,0.4128,3.69,17.7537,0.2843,14.9606,17.7537,6.5372,10.9147,4.2229,0.9938,0.5916,0.4128,0.0
2465,LL,7,1.0729,1.09,0.8043,2.2211,10.6862,0.1429,10.412,10.6862,6.0182,6.1627,0.1089,1.003,1.1033,0.8043,0.0
2466,LL,7,0.5861,1.09,0.6628,2.6737,12.864,0.3569,12.864,12.0817,7.5713,6.7934,0.6198,1.0229,1.0369,0.6628,0.0
2467,LL,7,0.0108,1.09,0.4711,7.503,36.0989,0.2597,32.9819,36.0989,19.7268,20.1609,1.1804,1.002,0.5478,0.4711,0.0
2468,LL,7,0.0511,1.09,0.3686,7.2467,34.8655,0.2104,34.8655,33.574,20.1909,19.2934,1.0244,1.0332,0.6221,0.3686,0.0
2469,LL,7,0.1455,1.09,0.2541,4.8707,23.434,0.1126,23.434,22.4424,12.2503,14.0663,1.7357,0.9642,0.8213,0.2541,0.0
2470,LL,7,0.9782,1.09,0.79,1.9506,9.385,0.0808,9.385,8.1807,4.7743,5.3281,0.6984,0.9995,1.0748,0.79,0.0
2471,LL,7,0.0043,1.09,0.5018,5.2838,25.4215,0.0077,15.307,25.4215,12.0461,11.7017,3.3881,1.0087,0.5079,0.5018,0.0
2472,LL,7,0.0082,1.09,0.5012,7.5917,36.5255,0.1264,35.5871,36.5255,20.7804,20.8539,0.3807,0.9895,0.5162,0.5012,0.0
2473,LL,7,0.1176,1.09,0.2697,3.7292,17.942,0.0843,17.942,15.9887,10.198,9.3507,1.0418,1.0055,0.7422,0.2697,0.0
2474,LL,7,0.1953,1.09,0.2802,6.501,31.278,0.141,28.2382,31.278,17.1668,17.2085,1.0389,0.9923,0.889,0.2802,0.0
2475,LL,7,0.5295,1.09,0.6316,2.6593,12.7945,0.1613,12.4145,12.7945,7.0539,7.4841,0.4232,0.9782,1.0984,0.6316,0.0
2476,LL,7,0.5861,1.09,0.6586,3.2068,15.4287,0.2451,15.4287,14.6935,7.9941,9.2383,1.443,1.0055,1.0274,0.6586,0.0
2477,LL,7,0.1051,1.09,0.2856,3.2833,15.7969,0.1748,15.7969,12.4757,7.8527,8.484,1.1952,0.9785,0.7319,0.2856,0.0
2478,LL,7,0.1759,1.09,0.2646,6.4685,31.1216,0.1984,31.1216,29.112,17.4359,17.3436,0.7478,1.0249,0.8103,0.2646,0.0
2479,LL,7,0.2167,1.09,0.2927,5.5884,26.887,0.1698,26.0204,26.887,14.9503,15.5766,0.725,0.9678,0.9063,0.2927,0.0
2480,LL,7,0.0833,1.09,0.3106,6.3795,30.6934,0.6013,30.0573,30.6934,17.1893,17.8729,0.6203,1.0235,0.6795,0.3106,0.0
2481,LL,7,0.5494,1.09,0.6334,3.5444,17.053,0.2691,16.5744,17.053,9.6739,9.7419,0.1997,1.0648,1.0398,0.6334,0.0
2482,LL,8,1.6632,1.0559,0.9852,0.0014,0.3963,0.1801,0.2011,0.3963,0.1951,0.1417,0.1359,1.008,1.0292,0.9852,0.295
2483,LL,8,0.1155,1.0559,0.9835,0.008,2.212,0.3078,2.212,1.6215,1.0254,1.1862,0.2833,1.0076,0.9835,1.01,0.295
2484,LL,8,0.1818,1.0559,0.9999,0.0048,1.3401,0.0744,1.1616,1.3401,0.7252,0.717,0.1009,1.0046,0.9999,1.0102,0.295
2485,LL,8,0.3915,1.0559,0.9781,0.0024,0.6758,0.0937,0.597,0.6758,0.3832,0.3199,0.1574,0.9935,0.9781,0.9992,0.295
2486,LL,8,0.0292,1.0559,0.976,0.0242,6.7164,0.437,6.7164,6.6535,3.7088,4.0108,0.1254,1.0084,0.976,0.9802,0.295
2487,LL,8,0.3005,1.0559,0.9916,0.0041,1.1396,0.0922,0.7155,1.1396,0.5658,0.5088,0.1653,1.0198,0.996,0.9916,0.295
2488,LL,8,0.0438,1.0559,0.981,0.0178,4.9519,0.371,4.6999,4.9519,2.7297,2.8422,0.2306,0.9989,0.9937,0.981,0.295
2489,LL,8,1.0134,1.0559,0.9927,0.0013,0.359,0.2704,0.359,0.0729,0.061,0.2061,0.1514,1.0037,1.0203,0.9927,0.295
2490,LL,8,0.0227,1.0559,0.9902,0.0312,8.648,0.2991,8.648,8.0236,5.1434,4.4398,0.5023,1.0054,0.9926,0.9902,0.295
2491,LL,8,0.5024,1.0559,0.9767,0.0015,0.4124,0.1912,0.4118,0.4124,0.2473,0.2239,0.1186,0.9956,0.9854,0.9767,0.295
2492,LL,8,0.1593,1.0559,0.9916,0.0055,1.5381,0.4148,1.2329,1.5381,0.7857,0.8158,0.264,0.9916,1.0091,1.0136,0.295
2493,LL,8,0.5297,1.0559,0.9765,0.0015,0.4202,0.2652,0.4066,0.4202,0.3533,0.1102,0.0204,0.9765,1.0411,0.9894,0.295
2494,LL,8,0.43,1.0559,0.9785,0.0029,0.7997,0.0686,0.7997,0.6113,0.4075,0.4056,0.0934,1.0193,0.9903,0.9785,0.295
2495,LL,8,0.7863,1.0559,0.9783,0.0015,0.4299,0.1342,0.1951,0.4299,0.1379,0.215,0.1227,0.9783,1.0222,0.9889,0.295
2496,LL,8,0.5196,1.0559,0.9806,0.0016,0.4468,0.0582,0.4468,0.4218,0.1574,0.2818,0.1511,0.9806,1.0003,1.0042,0.295
2497,LL,8,0.0361,1.0559,0.9884,0.0237,6.5815,0.0831,5.5636,6.5815,3.2037,3.7502,0.6567,0.9999,0.9884,1.02,0.295
2498,LL,8,0.0754,1.0559,0.9646,0.0097,2.7008,0.1651,2.6651,2.7008,1.4778,1.5953,0.2816,0.9842,1.0076,0.9646,0.295
2499,LL,8,1.0554,1.0559,0.9867,0.0007,0.1841,0.0757,0.1822,0.1841,0.107,0.0991,0.0548,0.9867,1.0391,1.0075,0.295
2500,LL,8,0.0394,1.0559,0.9827,0.0194,5.3932,0.1266,5.3932,0.2028,1.8759,1.7575,1.7626,0.9827,0.9934,1.0133,0.295
2501,LL,8,0.4427,1.0559,0.9853,0.0021,0.5824,0.2504,0.5629,0.5824,0.343,0.3171,0.1463,0.9868,0.9929,0.9853,0.295
2502,LL,8,0.6592,1.0559,0.9653,0.0018,0.4899,0.1109,0.4899,0.3442,0.2986,0.1726,0.0679,1.018,0.9653,0.9806,0.295
2503,LL,8,0.2519,1.0559,0.9927,0.0036,0.9857,0.3077,0.9857,0.7967,0.6291,0.3954,0.1222,1.0088,0.9927,1.0016,0.295
2504,LL,8,0.5073,1.0559,0.9707,0.0014,0.3972,0.0227,0.3231,0.3972,0.0972,0.2344,0.1521,0.978,0.9707,0.9853,0.295
2505,LL,8,0.8504,1.0559,0.9427,0.0015,0.4142,0.4142,0.3824,0.3614,0.3346,0.1373,0.1367,0.9427,0.9849,0.9759,0.295
2506,LL,8,0.2696,1.0559,1.0027,0.003,0.8289,0.4253,0.7004,0.8289,0.4857,0.4272,0.1856,1.0027,1.0036,1.0318,0.295
2507,LL,8,0.2491,1.0559,0.9759,0.0039,1.0828,0.0589,1.0828,0.7017,0.6055,0.3306,0.2832,1.0113,0.9759,1.0072,0.295
2508,LL,8,0.2937,1.0559,0.9922,0.0035,0.9604,0.3721,0.7409,0.9604,0.5055,0.4826,0.2194,1.0142,0.9922,1.0176,0.295
2509,LL,8,0.5482,1.0559,0.96,0.0026,0.7216,0.4955,0.7216,0.461,0.5374,0.1932,0.0122,0.9778,0.96,0.9709,0.295
2510,LL,8,0.3554,1.0559,0.984,0.0029,0.7989,0.3686,0.4759,0.7989,0.4596,0.2728,0.2187,1.0,0.984,0.9938,0.295
2511,LL,8,0.3282,1.0559,0.9664,0.0031,0.8655,0.0379,0.8655,0.6363,0.4296,0.4419,0.0728,0.9664,1.0205,1.0054,0.295
2512,LL,8,0.5205,1.0559,0.9975,0.002,0.5413,0.2794,0.5413,0.3602,0.332,0.1974,0.1332,0.9975,1.0022,1.0008,0.295
2513,LL,8,0.2195,1.0559,0.9709,0.0034,0.9526,0.2005,0.8309,0.9526,0.4962,0.5163,0.1824,0.994,0.9709,0.9984,0.295
2514,LL,8,0.0259,1.0559,1.0068,0.0289,8.0233,0.0301,7.7442,8.0233,4.633,4.4673,0.1643,1.0079,1.0191,1.0068,0.295
2515,LL,8,0.4409,1.0559,0.9836,0.0016,0.4536,0.104,0.4536,0.1943,0.191,0.1776,0.1294,1.0288,0.9836,1.0071,0.295
2516,LL,8,0.6163,1.0559,0.9655,0.0022,0.6093,0.1658,0.6093,0.2972,0.2841,0.2789,0.0623,0.9655,1.0214,1.027,0.295
2517,LL,8,1.2295,1.0559,0.9826,0.0014,0.392,0.0521,0.3622,0.392,0.2121,0.0268,0.224,1.0025,0.9915,0.9826,0.295
2518,LL,8,0.2308,1.0559,0.9677,0.0035,0.9639,0.4047,0.9639,0.8692,0.6431,0.4262,0.1447,1.0074,0.9677,1.0022,0.295
2519,LL,8,0.9676,1.0559,0.9682,0.0008,0.2315,0.2315,0.1454,0.1175,0.1354,0.0679,0.0811,1.053,0.9682,1.008,0.295
2520,LL,8,0.0107,1.0559,0.9934,0.0694,19.2693,0.0957,18.1633,19.2693,11.0159,10.5853,0.5833,0.9959,1.0049,0.9934,0.295
2521,LL,8,0.3407,1.0559,1.0034,0.0022,0.6207,0.2079,0.6207,0.3243,0.0858,0.3686,0.1862,1.0284,1.0042,1.0034,0.295
2522,LL,9,0.2112,1.051,0.9931,0.0035,0.9694,0.0568,0.9694,0.8919,0.4912,0.5793,0.0515,1.0032,0.9931,0.9982,0.09
2523,LL,9,0.1335,1.051,0.9742,0.0061,1.6915,0.4755,1.5057,1.6915,1.0077,0.8321,0.2773,0.9742,0.996,0.9929,0.09
2524,LL,9,0.0162,1.051,0.9851,0.0422,11.7009,0.4905,11.7009,11.308,6.672,6.6081,0.3974,1.0027,0.9919,0.9851,0.09
2525,LL,9,0.3289,1.051,1.008,0.0022,0.5978,0.0953,0.5978,0.5005,0.3238,0.3089,0.0735,1.0112,1.0336,1.008,0.09
2526,LL,9,0.1882,1.051,0.956,0.0043,1.1935,0.4095,0.1133,1.1935,0.5099,0.2683,0.4505,0.956,1.0284,1.0038,0.09
2527,LL,9,0.4537,1.051,1.013,0.0016,0.4446,0.0873,0.4446,0.3548,0.0589,0.2896,0.1519,1.0297,1.0476,1.013,0.09
2528,LL,9,0.406,1.051,0.988,0.002,0.5503,0.1373,0.4526,0.5503,0.2686,0.3054,0.1003,0.9995,1.0252,0.988,0.09
2529,LL,9,0.0329,1.051,0.9848,0.0224,6.2116,0.3607,5.762,6.2116,3.3161,3.5972,0.1874,0.9848,0.9997,0.9903,0.09
2530,LL,9,0.0329,1.051,0.9848,0.0243,6.7353,0.0269,6.7353,6.6325,3.95,3.7618,0.1771,0.9848,1.005,1.011,0.09
2531,LL,9,0.2229,1.051,1.0025,0.0045,1.2397,0.1946,0.0219,1.2397,0.4025,0.4695,0.3776,1.0025,1.0195,1.0176,0.09
2532,LL,9,0.7981,1.051,1.0018,0.001,0.2808,0.1272,0.0497,0.2808,0.1288,0.0611,0.1104,1.0123,1.0018,1.0163,0.09
2533,LL,9,1.5028,1.051,1.003,0.001,0.2822,0.1631,0.2822,0.1271,0.1627,0.0245,0.1171,1.0338,1.003,1.0129,0.09
2534,LL,9,0.0344,1.051,0.97,0.0224,6.2139,0.1909,6.0637,6.2139,3.4895,3.599,0.0997,1.0247,1.0399,0.97,0.09
2535,LL,9,0.2875,1.051,0.9998,0.0037,1.0239,0.6218,1.0239,0.6137,0.6899,0.2559,0.2499,1.0236,0.9998,1.0084,0.09
2536,LL,9,0.7957,1.051,0.9709,0.0017,0.4842,0.1961,0.4842,0.3409,0.1751,0.2512,0.1897,1.0138,0.9938,0.9709,0.09
2537,LL,9,0.5847,1.051,0.9927,0.0025,0.703,0.1372,0.703,0.4419,0.3356,0.0885,0.3401,0.9934,0.9927,0.9972,0.09
2538,LL,9,0.3528,1.051,0.98,0.0027,0.7605,0.1141,0.527,0.7605,0.3018,0.4287,0.1218,1.0025,0.98,0.9805,0.09
2539,LL,9,0.2204,1.051,0.9754,0.0031,0.8654,0.0972,0.8654,0.1124,0.3396,0.253,0.2787,0.9943,0.9754,0.99,0.09
2540,LL,9,0.0207,1.051,0.9801,0.0355,9.8497,0.1759,9.8497,9.1297,4.9541,5.8753,1.0352,1.0383,0.9801,1.0051,0.09
2541,LL,9,0.0488,1.051,0.9795,0.0173,4.8157,0.1258,4.8157,4.7791,2.7709,2.7672,0.1175,0.9795,1.001,0.9833,0.09
2542,LL,9,0.4199,1.051,1.0039,0.0029,0.8149,0.4335,0.8149,0.6127,0.4699,0.3785,0.2123,1.0039,1.0069,1.0407,0.09
2543,LL,9,1.1508,1.051,0.9766,0.0012,0.3242,0.3209,0.1856,0.3242,0.0666,0.1163,0.2508,0.9905,0.9933,0.9766,0.09
2544,LL,9,0.183,1.051,0.9793,0.0049,1.3509,0.022,1.3509,1.1746,0.7537,0.7014,0.0911,0.9793,1.003,0.9976,0.09
2545,LL,9,0.1957,1.051,0.9847,0.0038,1.042,0.0455,1.042,0.8515,0.5707,0.5216,0.0809,0.9847,0.986,1.003,0.09
2546,LL,9,0.504,1.051,0.9651,0.0035,0.9626,0.0638,0.474,0.9626,0.3213,0.4778,0.2315,0.9651,1.0095,1.0062,0.09
2547,LL,9,0.3735,1.051,0.9899,0.0026,0.7104,0.2008,0.7104,0.6001,0.3352,0.4267,0.0853,0.9899,1.034,1.038,0.09
2548,LL,9,0.2196,1.051,0.966,0.0031,0.8628,0.389,0.3246,0.8628,0.5007,0.2569,0.1303,0.9826,0.9772,0.966,0.09
2549,LL,9,0.2866,1.051,0.9847,0.0029,0.8151,0.0791,0.8151,0.7143,0.4505,0.4365,0.0097,1.0099,0.9847,0.9944,0.09
2550,LL,9,0.0173,1.051,0.962,0.0411,11.4039,0.1479,11.4039,11.0006,6.4069,6.5285,0.1605,1.0076,0.9996,0.962,0.09
2551,LL,9,0.1447,1.051,0.9707,0.0056,1.5413,0.1447,1.5413,1.4997,0.9406,0.8145,0.0187,0.9996,0.9707,1.0086,0.09
2552,LL,9,0.6239,1.051,0.9961,0.0017,0.4653,0.0493,0.4653,0.1644,0.1887,0.1805,0.1176,0.9961,1.0017,1.0337,0.09
2553,LL,9,0.2702,1.051,0.9777,0.0028,0.7831,0.1185,0.51,0.7831,0.4134,0.348,0.0617,0.9777,0.984,1.0107,0.09
2554,LL,9,0.2373,1.051,0.9915,0.0036,1.008,0.1576,0.9331,1.008,0.4946,0.6251,0.0415,0.9915,0.9975,1.0434,0.09
2555,LL,9,0.1648,1.051,0.9826,0.0052,1.4476,0.0722,1.2116,1.4476,0.7578,0.776,0.1146,0.9826,1.0022,1.0123,0.09
2556,LL,9,0.6507,1.051,0.9836,0.0014,0.3895,0.1887,0.1976,0.3895,0.1923,0.1948,0.0229,1.0029,0.9862,0.9836,0.09
2557,LL,9,0.3482,1.051,0.988,0.0025,0.6954,0.1371,0.6954,0.4539,0.414,0.2178,0.1315,0.992,1.0228,0.988,0.09
2558,LL,9,0.1302,1.051,0.984,0.0056,1.5492,0.1592,1.5492,1.3154,0.7542,0.9007,0.072,0.9854,1.0084,0.984,0.09
2559,LL,9,0.1792,1.051,0.9837,0.0044,1.2201,0.2767,0.2221,1.2201,0.379,0.5214,0.3503,1.0417,0.9837,1.0206,0.09
2560,LL,9,0.4328,1.051,0.9941,0.0019,0.5359,0.2011,0.3897,0.5359,0.2161,0.2931,0.1649,0.9976,1.0082,0.9941,0.09
2561,LL,9,0.9367,1.051,0.9849,0.0016,0.4428,0.4428,0.2383,0.2307,0.0682,0.2863,0.1242,1.0043,0.9849,1.0088,0.09
2562,LL,10,0.1127,1.0569,0.9813,0.0064,1.7729,0.2523,1.7584,1.7729,1.0611,0.9764,0.1427,0.9978,0.9981,0.9813,0.035
2563,LL,10,0.1111,1.0569,0.9838,0.008,2.2319,0.0508,0.5578,2.2319,0.8038,0.8803,0.5864,0.9838,0.999,0.9957,0.035
2564,LL,10,0.0654,1.0569,0.9682,0.0127,3.5146,0.2842,3.5146,3.0004,1.8065,1.9579,0.2201,1.0365,0.9874,0.9682,0.035
2565,LL,10,0.4265,1.0569,0.9862,0.0019,0.5401,0.1571,0.0713,0.5401,0.1924,0.2399,0.1122,1.0108,0.9862,1.027,0.035
2566,LL,10,0.4459,1.0569,0.9875,0.0019,0.5237,0.4239,0.5237,0.4445,0.1484,0.4228,0.1279,1.0128,0.9875,0.9961,0.035
2567,LL,10,0.5351,1.0569,0.9838,0.0019,0.528,0.0755,0.3702,0.528,0.3071,0.191,0.0987,0.9838,0.9882,1.0023,0.035
2568,LL,10,0.2858,1.0569,0.9679,0.0032,0.8982,0.1905,0.8982,0.5226,0.3734,0.4723,0.0978,0.9679,1.0027,1.0003,0.035
2569,LL,10,0.2493,1.0569,0.9931,0.0047,1.2976,0.2359,1.2976,0.7961,0.5913,0.6065,0.2712,0.994,0.9931,1.0036,0.035
2570,LL,10,0.1161,1.0569,0.9771,0.0066,1.8201,0.1083,1.6637,1.8201,0.9789,1.0274,0.1305,0.9771,0.978,1.0132,0.035
2571,LL,10,1.072,1.0569,0.99,0.0009,0.2383,0.2051,0.1264,0.2383,0.0305,0.1771,0.0774,0.99,1.0074,1.0147,0.035
2572,LL,10,0.0076,1.0569,1.0075,0.0973,26.9981,0.134,26.9981,26.7647,15.8074,15.2205,0.4685,1.0157,1.0075,1.0232,0.035
2573,LL,10,0.0627,1.0569,0.9952,0.0121,3.3608,0.0474,3.3608,3.3114,1.9654,1.883,0.1098,1.0264,0.9952,1.0093,0.035
2574,LL,10,0.0499,1.0569,0.9696,0.0153,4.2476,0.3514,4.2476,3.8911,2.315,2.3811,0.2716,0.9831,0.9696,0.9734,0.035
2575,LL,10,0.0057,1.0569,0.9655,0.1279,35.5128,0.3292,34.551,35.5128,20.0406,20.4106,0.3603,0.9655,1.0035,0.9906,0.035
2576,LL,10,0.1404,1.0569,0.9872,0.0061,1.684,0.2983,1.1189,1.684,0.918,0.7294,0.1323,0.9872,1.0228,0.9934,0.035
2577,LL,10,0.0926,1.0569,0.967,0.0086,2.3744,0.3849,2.019,2.3744,1.1944,1.3429,0.2395,1.0012,0.967,0.978,0.035
2578,LL,10,0.1613,1.0569,0.9713,0.0044,1.2307,0.222,1.2307,1.135,0.6909,0.6672,0.1683,0.9713,0.9913,1.017,0.035
2579,LL,10,0.143,1.0569,0.979,0.0057,1.5691,0.0809,1.3493,1.5691,0.9286,0.721,0.2184,1.0091,0.999,0.979,0.035
2580,LL,10,0.2852,1.0569,0.9841,0.0026,0.7129,0.035,0.7129,0.6893,0.3597,0.4401,0.0714,1.0248,1.0488,0.9841,0.035
2581,LL,10,0.197,1.0569,1.0143,0.0041,1.1412,0.1911,1.0448,1.1412,0.5378,0.7216,0.0111,1.0143,1.0301,1.0166,0.035
2582,LL,10,0.5692,1.0569,0.973,0.0017,0.458,0.1522,0.3253,0.458,0.1879,0.2647,0.0869,0.9918,0.973,1.015,0.035
2583,LL,10,0.568,1.0569,0.954,0.0027,0.743,0.743,0.3602,0.4832,0.3683,0.2809,0.3009,0.954,1.0364,1.0012,0.035
2584,LL,10,0.3191,1.0569,0.9962,0.0028,0.7753,0.6201,0.7753,0.699,0.618,0.2516,0.2148,0.9962,1.0196,1.0285,0.035
2585,LL,10,0.4882,1.0569,0.9718,0.0021,0.5696,0.0228,0.5696,0.3652,0.3021,0.217,0.1199,0.9718,1.0319,1.0016,0.035
2586,LL,10,0.1569,1.0569,0.9998,0.005,1.3877,0.0246,1.3877,1.3805,0.8105,0.7865,0.0438,1.0365,1.014,0.9998,0.035
2587,LL,10,0.2414,1.0569,0.9763,0.0039,1.0908,0.1456,1.0908,0.9104,0.5801,0.5752,0.1126,1.01,1.0153,0.9763,0.035
2588,LL,10,0.1693,1.0569,1.0043,0.0056,1.5418,0.1797,1.5418,1.2707,0.7226,0.8901,0.1639,1.0043,1.0288,1.0397,0.035
2589,LL,10,0.8526,1.0569,0.9761,0.0017,0.4844,0.1067,0.2977,0.4844,0.2293,0.1757,0.1677,0.9761,1.0063,1.0118,0.035
2590,LL,10,0.3494,1.0569,0.9811,0.0019,0.5402,0.2883,0.287,0.5402,0.2374,0.2465,0.1879,0.9894,0.9811,0.9901,0.035
2591,LL,10,0.722,1.0569,0.975,0.0028,0.7675,0.2327,0.7675,0.5757,0.2294,0.365,0.3729,1.0332,0.9805,0.975,0.035
2592,LL,10,1.1127,1.0569,0.9657,0.0017,0.4616,0.108,0.4616,0.2009,0.1384,0.1126,0.2378,0.9827,0.9657,1.0326,0.035
2593,LL,10,0.0935,1.0569,0.977,0.0084,2.3421,0.2356,2.3421,2.0442,1.2246,1.3066,0.182,0.977,1.0204,1.0477,0.035
2594,LL,10,0.4132,1.0569,0.978,0.003,0.8309,0.3763,0.8309,0.4983,0.4405,0.3841,0.1363,0.978,1.0144,1.0021,0.035
2595,LL,10,0.0611,1.0569,1.0009,0.0128,3.5502,0.4636,3.5502,3.3591,2.1354,1.8535,0.1967,1.0082,1.0227,1.0009,0.035
2596,LL,10,0.0342,1.0569,0.9716,0.0207,5.7341,0.1489,5.6596,5.7341,3.4652,3.0678,0.475,0.9716,0.9993,0.9912,0.035
2597,LL,10,0.0349,1.0569,0.9877,0.021,5.8213,0.2086,5.8213,5.36,3.3653,3.0849,0.2121,0.9877,1.0156,1.0019,0.035
2598,LL,11,0.2292,1.0552,0.9289,0.0023,0.6455,0.0922,0.6455,0.6246,0.421,0.3053,0.0361,1.0242,1.0176,0.9289,0.061
2599,LL,11,0.458,1.0552,0.9714,0.0015,0.4265,0.3578,0.3279,0.4265,0.3613,0.0602,0.0705,1.0279,1.0154,0.9714,0.061
2600,LL,11,0.3174,1.0552,0.9907,0.0017,0.4632,0.0167,0.3317,0.4632,0.1799,0.2555,0.1031,0.9998,0.9907,1.0026,0.061
2601,LL,11,0.4489,1.0552,0.9534,0.0024,0.6624,0.2926,0.6624,0.1719,0.2721,0.3252,0.0699,1.0072,0.9963,0.9534,0.061
2602,LL,11,0.3893,1.0552,0.9798,0.0024,0.6702,0.2349,0.5305,0.6702,0.4557,0.2306,0.0328,1.0076,0.9864,0.9798,0.061
2603,LL,11,0.1031,1.0552,0.9661,0.0072,1.9945,0.1924,1.9945,1.9887,1.1695,1.1256,0.1485,0.9684,1.0038,0.9661,0.061
2604,LL,11,1.847,1.0552,0.9663,0.0012,0.3461,0.3461,0.1862,0.2461,0.2502,0.0951,0.0045,0.9929,1.0291,0.9663,0.061
2605,LL,11,0.191,1.0552,1.0053,0.0049,1.3671,0.1683,1.3671,1.0554,0.7638,0.6366,0.1225,1.0053,1.0134,1.0403,0.061
2606,LL,11,0.3474,1.0552,0.9932,0.0021,0.5758,0.368,0.5758,0.4731,0.3304,0.3217,0.1327,1.0012,1.0096,0.9932,0.061
2607,LL,11,0.0308,1.0552,0.9834,0.0247,6.8449,0.551,6.5836,6.8449,4.0937,3.6606,0.0945,0.9981,1.0137,0.9834,0.061
2608,LL,11,0.214,1.0552,0.9484,0.0051,1.4202,0.0492,1.0468,1.4202,0.7032,0.723,0.1457,0.9604,0.9726,0.9484,0.061
2609,LL,11,2.7889,1.0552,0.9826,0.0018,0.5092,0.4707,0.5092,0.3794,0.3839,0.1329,0.2078,0.9985,0.9889,0.9826,0.061
2610,LL,11,0.1995,1.0552,0.9864,0.0038,1.0558,0.2651,1.0558,0.71,0.4452,0.5722,0.1933,1.0283,1.0376,0.9864,0.061
2611,LL,11,0.1707,1.0552,1.001,0.005,1.3842,0.0574,1.3842,1.1804,0.7174,0.7643,0.0739,1.001,1.0545,1.0388,0.061
2612,LL,11,0.0626,1.0552,0.9848,0.0125,3.4639,0.2317,3.4639,3.1191,1.9388,1.8612,0.1925,0.9986,0.9957,0.9848,0.061
2613,LL,11,0.2237,1.0552,0.9739,0.0031,0.8683,0.05,0.8245,0.8683,0.4828,0.4948,0.0295,1.0084,0.9832,0.9739,0.061
2614,LL,11,0.183,1.0552,0.9648,0.0038,1.0643,0.5426,1.0643,0.9852,0.683,0.5439,0.1923,1.0164,0.9648,1.0256,0.061
2615,LL,11,0.5291,1.0552,0.9951,0.0033,0.9201,0.16,0.9201,0.263,0.2053,0.4418,0.2765,1.0028,0.9953,0.9951,0.061
